Patient Id,First Name,Last Name,Client Patient Id,Gender,Age,Date Of Birth,Age DOB Estimated,Client Request Id,Sample Id,Date Received,Date Submitted,Date Verified,Date Published,Date Invalidated,Date Cancelled,Analysis,Result,Method,Instrument,Reportable,Sample Status,Period Criteria - created_at
P22-135559,Troy,Wade,062-80-1959,2,59,1973-05-16 23:15:24.000000,False,021-96-5804,BP22-44218,,,,,,,HIV,,,,True,received,2022-01-23 10:13:32.702193
P22-135606,Jocelyn,Holmes,372-10-2718,3,11,2015-12-05 02:13:42.000000,True,404-83-4695,BP22-44233,,,,,,,HIV,,,,True,received,2022-01-23 10:13:39.980172
P22-135493,Linda,Wiggins,746-72-4480,3,24,1998-11-08 17:24:26.000000,True,471-22-9173,WB22-44566,,,,,,,HIV,,,,True,received,2022-01-23 10:13:10.801664
P22-135575,Lisa,Clark,381-05-1600,3,22,1993-11-13 10:51:31.000000,False,577-12-1496,BP22-44223,,,,,,,HIV,,,,True,received,2022-01-23 10:13:35.084572
P22-135686,Benjamin,Williams,491-95-1480,3,53,1989-05-30 18:25:31.000000,False,029-40-2883,BP22-44259,,,,,,,HIV,,,,True,received,2022-01-23 10:13:51.535894
P22-135512,Anthony,Sanders,325-49-5389,2,45,1991-10-12 01:33:54.000000,True,517-89-8249,BP22-44205,,,,,,,HIV,,,,True,received,2022-01-23 10:13:15.501955
P22-135525,Sarah,Gray,197-41-4237,1,75,1981-10-07 12:50:21.000000,False,152-28-0324,WB22-44580,,,,,,,HIV,,,,True,received,2022-01-23 10:13:27.249401
P22-135614,Ryan,Aguirre,092-92-3804,2,50,1980-08-06 21:22:39.000000,False,175-22-6247,BP22-44235,,,,,,,HIV,,,,True,received,2022-01-23 10:13:40.867468
P22-135772,Lauren,Casey,344-54-7124,1,69,2008-12-11 07:34:00.000000,False,858-19-0496,WB22-44659,,,,,,,HIV,,,,True,received,2022-01-23 10:14:04.296884
P22-135900,Ashley,Frey,317-80-8283,3,28,2000-11-16 09:44:20.000000,True,644-54-3588,WB22-44696,,,,,,,HIV,,,,True,received,2022-01-23 10:14:23.397861
P22-135673,Rodney,Phillips,115-83-9828,2,66,1981-06-08 18:19:13.000000,True,707-84-5751,BP22-44255,,,,,,,HIV,,,,True,received,2022-01-23 10:13:49.755225
P22-135689,Brandon,Robinson,298-01-1315,3,84,1995-10-17 05:32:30.000000,False,119-97-6026,BP22-44261,,,,,,,HIV,,,,True,received,2022-01-23 10:13:51.996774
P22-135848,Sherry,Velez,170-42-2964,2,55,2019-05-17 00:08:46.000000,True,120-71-7662,BP22-44308,,,,,,,HIV,,,,True,received,2022-01-23 10:14:15.404126
P22-135933,Justin,Hayden,024-74-1893,3,10,1992-06-27 16:21:50.000000,False,381-20-5156,WB22-44708,,,,,,,HIV,,,,True,received,2022-01-23 10:14:27.715178
P22-135668,Latoya,Bell,402-17-4905,3,84,2002-08-08 00:00:28.000000,True,202-81-8130,WB22-44619,,,,,,,HIV,,,,True,received,2022-01-23 10:13:48.579453
P22-135555,Mark,Gibbs,466-38-0241,2,70,1973-06-20 01:05:50.000000,True,501-15-7466,WB22-44588,,,,,,,HIV,,,,True,received,2022-01-23 10:13:31.575975
P22-135727,Fred,Patterson,421-71-8440,1,19,2013-02-20 06:06:46.000000,True,791-45-4442,WB22-44644,,,,,,,HIV,,,,True,received,2022-01-23 10:13:57.995389
P22-135710,Michael,Merritt,604-84-1296,2,3,1994-02-26 05:07:55.000000,True,355-67-8581,WB22-44636,,,,,,,HIV,,,,True,received,2022-01-23 10:13:55.199931
P22-135613,William,Robinson,756-98-3668,1,12,1985-03-18 12:18:47.000000,False,052-01-4123,BP22-44234,,,,,,,HIV,,,,True,received,2022-01-23 10:13:40.814360
P22-135655,William,Glover,615-98-8098,2,29,2006-02-04 08:32:34.000000,True,643-92-3724,BP22-44250,,,,,,,HIV,,,,True,received,2022-01-23 10:13:47.084190
P22-135597,Alexis,Brown,157-14-9346,3,62,1996-12-01 01:35:02.000000,False,599-99-3283,BP22-44230,,,,,,,HIV,,,,True,received,2022-01-23 10:13:38.259985
P22-135629,Douglas,Bauer,211-82-9314,1,37,1975-08-11 21:59:45.000000,True,279-69-8160,WB22-44608,,,,,,,HIV,,,,True,received,2022-01-23 10:13:43.655882
P22-135654,Margaret,Myers,491-82-1267,3,77,1986-06-25 02:12:54.000000,False,255-96-5786,WB22-44616,,,,,,,HIV,,,,True,received,2022-01-23 10:13:46.846424
P22-135724,Alicia,Hoffman,791-66-3778,3,45,1977-02-02 22:25:38.000000,False,466-13-8144,WB22-44642,,,,,,,HIV,,,,True,received,2022-01-23 10:13:57.770527
P22-135708,Casey,Schultz,881-59-8884,2,34,1972-11-07 17:16:37.000000,True,701-25-9624,WB22-44634,,,,,,,HIV,,,,True,received,2022-01-23 10:13:54.724785
P22-135632,Rachel,Adams,658-63-8668,2,14,1975-10-18 11:45:25.000000,True,166-70-9409,WB22-44609,,,,,,,HIV,,,,True,received,2022-01-23 10:13:44.141877
P22-135745,Nicole,Park,552-59-1879,2,87,1989-08-26 22:52:16.000000,False,820-78-9741,BP22-44277,,,,,,,HIV,,,,True,received,2022-01-23 10:14:00.205849
P22-135681,Robert,White,070-97-1728,3,44,2012-02-03 04:14:30.000000,False,231-05-1700,WB22-44625,,,,,,,HIV,,,,True,received,2022-01-23 10:13:50.280219
P22-135720,Aaron,Moore,279-54-9362,2,15,2013-02-17 22:16:44.000000,True,166-24-1490,BP22-44273,,,,,,,HIV,,,,True,received,2022-01-23 10:13:57.160804
P22-135819,April,Blair,801-32-2867,1,5,2015-04-26 00:58:49.000000,True,699-57-2616,WB22-44672,,,,,,,HIV,,,,True,received,2022-01-23 10:14:11.078081
P22-135667,Joseph,Scott,421-79-6335,2,54,1994-08-31 17:04:44.000000,False,355-34-1572,BP22-44254,,,,,,,HIV,,,,True,received,2022-01-23 10:13:48.587063
P22-135688,Richard,Stevens,613-92-7355,3,57,1984-08-04 02:36:03.000000,False,860-60-2787,WB22-44628,,,,,,,HIV,,,,True,received,2022-01-23 10:13:52.437710
P22-135673,Rodney,Phillips,115-83-9828,2,66,1981-06-08 18:19:13.000000,True,707-84-5751,WB22-44622,,,,,,,HIV,,,,True,received,2022-01-23 10:13:49.453062
P22-135677,Ryan,Lee,309-89-4963,3,77,2007-03-28 18:15:55.000000,True,154-06-9534,WB22-44624,,,,,,,HIV,,,,True,received,2022-01-23 10:13:50.054033
P22-135694,Marc,Watson,336-27-4562,2,74,2004-11-03 14:25:47.000000,False,223-90-3827,BP22-44265,,,,,,,HIV,,,,True,received,2022-01-23 10:13:52.546504
P22-135812,Michael,Lee,087-88-3035,3,43,1970-03-31 09:39:24.000000,False,781-48-5239,BP22-44296,,,,,,,HIV,,,,True,received,2022-01-23 10:14:10.262700
P22-135794,Jennifer,Escobar,810-65-5645,3,24,1995-04-01 06:54:50.000000,False,384-60-3984,BP22-44292,,,,,,,HIV,,,,True,received,2022-01-23 10:14:08.101911
P22-135921,Jeffery,Rodriguez,748-02-0739,2,87,2019-05-19 14:51:03.000000,False,567-99-0686,WB22-44701,,,,,,,HIV,,,,True,received,2022-01-23 10:14:26.044723
P22-135898,Tyler,Reyes,099-67-4313,1,70,1984-01-12 19:48:16.000000,False,054-46-5822,WB22-44694,,,,,,,HIV,,,,True,received,2022-01-23 10:14:22.779914
P22-135934,James,Smith,572-76-1028,3,60,1978-12-11 14:53:16.000000,False,149-29-4994,WB22-44707,,,,,,,HIV,,,,True,received,2022-01-23 10:14:27.624607
P22-135979,Sara,Jones,626-65-7173,3,61,1993-05-03 07:51:53.000000,False,093-31-6300,BP22-44355,,,,,,,HIV,,,,True,received,2022-01-23 10:14:34.099570
P22-136077,Catherine,Hall,089-96-4711,1,26,2007-05-15 08:48:11.000000,False,677-10-3531,WB22-44756,,,,,,,HIV,,,,True,received,2022-01-23 10:14:48.573933
P22-136107,Judy,Thomas,831-28-1048,1,34,2001-10-01 18:09:25.000000,True,471-81-6829,BP22-44390,,,,,,,HIV,,,,True,received,2022-01-23 10:14:54.231422
P22-135737,Angela,Perry,215-08-7846,2,29,1986-05-02 05:33:18.000000,True,199-48-1777,BP22-44275,,,,,,,HIV,,,,True,received,2022-01-23 10:13:59.077924
P22-136196,Joseph,Thompson,777-14-8894,1,16,1987-11-08 13:16:11.000000,True,142-88-6708,BP22-44420,,,,,,,HIV,,,,True,received,2022-01-23 10:15:13.128632
P22-135705,James,Cohen,427-89-8119,3,69,2016-05-22 08:22:51.000000,True,289-50-3819,WB22-44632,,,,,,,HIV,,,,True,received,2022-01-23 10:13:54.345439
P22-135717,Colleen,Griffith,387-49-3206,2,35,2008-08-19 08:37:23.000000,False,235-05-1359,WB22-44639,,,,,,,HIV,,,,True,received,2022-01-23 10:13:56.336430
P22-136204,Vincent,Roberts,356-61-5837,3,56,2004-09-16 10:53:56.000000,True,748-91-3681,BP22-44421,,,,,,,HIV,,,,True,received,2022-01-23 10:15:14.451995
P22-136161,Kristen,Taylor,426-67-3199,1,54,2016-01-14 19:24:57.000000,False,388-09-7638,WB22-44790,,,,,,,HIV,,,,True,received,2022-01-23 10:15:04.446003
P22-135782,Andrew,Carter,767-83-6230,2,90,2007-07-07 12:13:47.000000,True,041-46-8105,BP22-44287,,,,,,,HIV,,,,True,received,2022-01-23 10:14:05.863972
P22-135786,Traci,Bender,600-76-0194,2,46,1973-11-14 02:42:59.000000,False,343-82-7740,WB22-44663,,,,,,,HIV,,,,True,received,2022-01-23 10:14:06.634928
P22-135903,Bridget,Hodges,702-71-1505,2,39,1980-08-06 21:21:48.000000,False,326-50-8010,WB22-44698,,,,,,,HIV,,,,True,received,2022-01-23 10:14:23.670394
P22-136134,Karen,Ford,464-61-9051,1,11,1989-07-22 01:32:38.000000,False,503-06-5546,BP22-44395,,,,,,,HIV,,,,True,received,2022-01-23 10:14:59.156131
P22-135933,Justin,Hayden,024-74-1893,3,10,1992-06-27 16:21:50.000000,False,381-20-5156,BP22-44336,,,,,,,HIV,,,,True,received,2022-01-23 10:14:27.397566
P22-135828,Robert,Lewis,753-53-6098,2,26,1976-03-21 18:10:58.000000,False,571-38-5439,BP22-44302,,,,,,,HIV,,,,True,received,2022-01-23 10:14:12.140028
P22-135846,Michael,Adams,481-86-8911,2,16,1978-06-30 00:37:26.000000,True,298-77-1621,BP22-44307,,,,,,,HIV,,,,True,received,2022-01-23 10:14:15.154961
P22-135874,Thomas,Walker,604-25-0749,2,65,2020-12-21 06:29:28.000000,False,034-10-9838,WB22-44687,,,,,,,HIV,,,,True,received,2022-01-23 10:14:19.201620
P22-135814,Deborah,Scott,098-97-0368,1,39,1993-07-17 00:51:23.000000,False,054-73-1179,BP22-44299,,,,,,,HIV,,,,True,received,2022-01-23 10:14:10.828531
P22-135782,Andrew,Carter,767-83-6230,2,90,2007-07-07 12:13:47.000000,True,041-46-8105,WB22-44662,,,,,,,HIV,,,,True,received,2022-01-23 10:14:06.102994
P22-135891,Brian,Hall,538-15-2867,1,68,1977-03-03 10:42:35.000000,False,762-60-5377,BP22-44327,,,,,,,HIV,,,,True,received,2022-01-23 10:14:22.118299
P22-135790,Gina,Wise,443-96-2811,2,26,1996-09-09 11:19:26.000000,True,839-03-4196,BP22-44290,,,,,,,HIV,,,,True,received,2022-01-23 10:14:06.961921
P22-135842,Mike,Bryant,027-94-1612,1,8,1978-11-05 10:18:36.000000,True,453-85-7319,BP22-44306,,,,,,,HIV,,,,True,received,2022-01-23 10:14:14.350877
P22-135847,Danny,Taylor,294-38-2967,2,69,2007-05-12 02:38:48.000000,True,300-71-9815,WB22-44680,,,,,,,HIV,,,,True,received,2022-01-23 10:14:15.312386
P22-135938,Richard,Erickson,582-55-3139,2,3,2016-07-09 00:05:08.000000,True,729-45-2708,BP22-44339,,,,,,,HIV,,,,True,received,2022-01-23 10:14:28.265553
P22-135858,James,Molina,862-73-3559,2,73,1988-02-24 07:49:13.000000,False,884-66-0897,BP22-44312,,,,,,,HIV,,,,True,received,2022-01-23 10:14:17.217594
P22-135955,Matthew,Stephenson,621-33-3461,2,76,2012-07-11 12:26:22.000000,False,148-21-5786,BP22-44344,,,,,,,HIV,,,,True,received,2022-01-23 10:14:30.412816
P22-135909,Cassandra,Jacobson,735-27-6862,3,73,1970-01-10 13:12:37.000000,False,140-85-7871,BP22-44331,,,,,,,HIV,,,,True,received,2022-01-23 10:14:24.482489
P22-135826,Brittany,Montgomery,891-14-4806,3,36,1970-05-15 10:29:28.000000,False,601-24-3491,WB22-44674,,,,,,,HIV,,,,True,received,2022-01-23 10:14:11.865825
P22-135957,Eric,York,795-53-3709,2,80,2000-08-22 11:26:45.000000,True,333-81-9042,WB22-44718,,,,,,,HIV,,,,True,received,2022-01-23 10:14:30.974876
P22-135881,Ann,Walker,359-04-7100,3,25,1978-07-14 14:28:22.000000,True,029-64-9007,BP22-44320,,,,,,,HIV,,,,True,received,2022-01-23 10:14:20.195732
P22-135923,Whitney,Campos,042-12-1350,1,42,1974-11-25 22:59:51.000000,True,209-08-8615,WB22-44702,,,,,,,HIV,,,,True,received,2022-01-23 10:14:26.201419
P22-135970,Timothy,Williams,532-08-4264,2,22,1971-06-05 04:33:11.000000,False,006-94-6907,WB22-44720,,,,,,,HIV,,,,True,received,2022-01-23 10:14:32.714039
P22-135954,Rebekah,Vargas,800-59-4976,3,51,1982-04-13 20:06:28.000000,True,761-70-9973,WB22-44716,,,,,,,HIV,,,,True,received,2022-01-23 10:14:30.215288
P22-135969,Elizabeth,Richmond,736-55-3848,2,17,1995-06-13 20:25:01.000000,False,020-40-4747,BP22-44352,,,,,,,HIV,,,,True,received,2022-01-23 10:14:32.605045
P22-135846,Michael,Adams,481-86-8911,2,16,1978-06-30 00:37:26.000000,True,298-77-1621,WB22-44678,,,,,,,HIV,,,,True,received,2022-01-23 10:14:14.814172
P22-135876,William,Jenkins,038-86-9768,2,40,2003-06-30 09:38:43.000000,False,638-28-7627,WB22-44688,,,,,,,HIV,,,,True,received,2022-01-23 10:14:19.609221
P22-135927,Theresa,Jacobson,015-73-2784,3,36,1971-09-30 22:21:18.000000,True,377-86-3831,WB22-44704,,,,,,,HIV,,,,True,received,2022-01-23 10:14:26.699055
P22-135937,Robert,Barton,383-07-3812,1,35,1995-08-24 03:46:00.000000,False,729-17-4578,BP22-44338,,,,,,,HIV,,,,True,received,2022-01-23 10:14:28.003323
P22-135971,Candice,Hall,892-48-8401,2,33,1973-07-30 14:22:23.000000,True,682-11-0272,WB22-44721,,,,,,,HIV,,,,True,received,2022-01-23 10:14:32.883736
P22-136304,David,Mendez,751-39-5381,2,62,2001-10-20 01:04:52.000000,True,066-87-3865,BP22-44462,,,,,,,HIV,,,,True,received,2022-01-23 10:15:32.643875
P22-136331,Cheryl,Rollins,173-17-2541,1,73,1994-07-27 02:23:38.000000,True,831-79-4557,BP22-44471,,,,,,,HIV,,,,True,received,2022-01-23 10:15:37.634035
P22-136163,Kimberly,Smith,095-45-1338,1,4,1998-04-25 10:06:43.000000,True,217-46-6139,BP22-44406,,,,,,,HIV,,,,True,received,2022-01-23 10:15:05.516454
P22-136093,Erik,Mendoza,211-24-1823,1,75,2001-04-22 17:43:53.000000,False,182-37-9187,WB22-44761,,,,,,,HIV,,,,True,received,2022-01-23 10:14:50.885468
P22-136185,Lauren,Neal,815-95-1564,1,6,1972-10-05 16:16:00.000000,True,727-17-1287,BP22-44414,,,,,,,HIV,,,,True,received,2022-01-23 10:15:10.141327
P22-135978,Tara,Mccoy,774-35-2370,3,3,1994-07-02 00:42:43.000000,True,738-80-0631,WB22-44726,,,,,,,HIV,,,,True,received,2022-01-23 10:14:33.974130
P22-136045,Robert,Moody,263-32-2412,2,64,1994-02-27 17:08:55.000000,False,711-69-3194,BP22-44375,,,,,,,HIV,,,,True,received,2022-01-23 10:14:43.825954
P22-136212,Ashley,Bowen,476-26-9821,3,7,1988-08-25 18:24:59.000000,False,034-75-2348,BP22-44427,,,,,,,HIV,,,,True,received,2022-01-23 10:15:15.878772
P22-136260,Thomas,Patterson,754-28-6397,2,5,1974-12-26 03:18:05.000000,True,266-05-0210,BP22-44446,,,,,,,HIV,,,,True,received,2022-01-23 10:15:23.863789
P22-136397,Sierra,Kelly,842-70-7304,1,23,1984-12-04 06:22:08.000000,True,049-68-4364,WB22-44867,,,,,,,HIV,,,,True,received,2022-01-23 10:15:47.561467
P22-135959,Paul,Rodriguez,280-78-3704,3,64,2010-08-26 00:19:58.000000,True,281-12-9854,WB22-44719,,,,,,,HIV,,,,True,received,2022-01-23 10:14:31.325263
P22-135928,Gabriel,Tyler,444-08-7895,3,54,1999-12-01 01:55:17.000000,True,074-06-2925,WB22-44706,,,,,,,HIV,,,,True,received,2022-01-23 10:14:27.139055
P22-135936,Katherine,Randall,310-43-0841,2,90,1998-11-12 11:52:37.000000,True,565-37-8397,WB22-44710,,,,,,,HIV,,,,True,received,2022-01-23 10:14:28.150908
P22-135965,Tina,Marquez,367-97-6335,3,80,1977-11-06 05:43:16.000000,True,156-05-6112,BP22-44350,,,,,,,HIV,,,,True,received,2022-01-23 10:14:32.237099
P22-136063,Jonathan,Gonzales,012-15-1021,3,87,2016-06-07 22:39:08.000000,False,689-90-7906,WB22-44750,,,,,,,HIV,,,,True,received,2022-01-23 10:14:46.399599
P22-136072,Sydney,Conner,600-98-4260,1,28,2018-05-10 23:45:52.000000,False,713-45-2597,BP22-44379,,,,,,,HIV,,,,True,received,2022-01-23 10:14:47.752549
P22-136080,Stephanie,Massey,575-56-4980,3,41,2013-11-30 02:32:04.000000,True,534-57-6898,WB22-44755,,,,,,,HIV,,,,True,received,2022-01-23 10:14:48.505209
P22-135972,Erik,Moore,250-08-7974,2,84,1977-04-29 04:23:40.000000,False,524-27-8500,WB22-44722,,,,,,,HIV,,,,True,received,2022-01-23 10:14:33.004277
P22-136127,Mike,Duncan,132-90-0842,1,28,1975-08-03 12:18:31.000000,False,704-65-9724,WB22-44776,,,,,,,HIV,,,,True,received,2022-01-23 10:14:57.452049
P22-136103,Robert,Garcia,470-77-8746,1,80,1984-07-12 20:18:06.000000,False,078-41-7462,BP22-44387,,,,,,,HIV,,,,True,received,2022-01-23 10:14:53.168689
P22-136075,Jason,Powers,565-13-9550,1,25,2002-06-27 17:42:01.000000,True,170-44-0381,WB22-44753,,,,,,,HIV,,,,True,received,2022-01-23 10:14:48.158847
P22-136159,Clinton,Davis,185-42-9489,1,18,2006-09-08 07:39:26.000000,False,343-44-3583,WB22-44791,,,,,,,HIV,,,,True,received,2022-01-23 10:15:04.550502
P22-136259,Stephen,Blanchard,537-31-8552,3,42,1983-05-12 00:21:43.000000,True,099-61-6113,BP22-44445,,,,,,,HIV,,,,True,received,2022-01-23 10:15:23.705639
P22-136094,Christian,Johnston,552-85-7093,3,79,1993-11-03 03:03:58.000000,True,455-81-5835,WB22-44762,,,,,,,HIV,,,,True,received,2022-01-23 10:14:50.965331
P22-136056,Diana,Carney,548-53-2853,3,52,2004-10-02 12:28:31.000000,True,175-59-3643,WB22-44746,,,,,,,HIV,,,,True,received,2022-01-23 10:14:45.294037
P22-136109,Jason,Williams,157-83-7916,2,68,2012-05-26 20:21:54.000000,False,144-47-3569,BP22-44392,,,,,,,HIV,,,,True,received,2022-01-23 10:14:55.089990
P22-136181,Laura,Reeves,215-68-3252,2,88,2003-08-12 16:07:49.000000,True,337-64-0637,WB22-44799,,,,,,,HIV,,,,True,received,2022-01-23 10:15:08.843247
P22-136218,Tracy,Orr,128-75-3454,1,67,2012-05-08 18:39:06.000000,True,246-13-3188,BP22-44429,,,,,,,HIV,,,,True,received,2022-01-23 10:15:16.632147
P22-136177,Jason,Garcia,010-55-2769,1,69,2009-09-20 01:58:54.000000,True,507-50-3756,WB22-44798,,,,,,,HIV,,,,True,received,2022-01-23 10:15:08.708309
P22-136211,Heather,Suarez,614-29-8497,1,88,1987-04-03 10:45:09.000000,False,406-16-8825,BP22-44425,,,,,,,HIV,,,,True,received,2022-01-23 10:15:15.689541
P22-136106,Stacy,Murray,323-19-7765,1,55,2004-08-30 18:23:43.000000,False,279-58-0426,WB22-44769,,,,,,,HIV,,,,True,received,2022-01-23 10:14:53.728870
P22-136151,Vincent,Little,437-17-4654,3,60,1979-11-10 08:42:02.000000,False,412-98-6016,WB22-44784,,,,,,,HIV,,,,True,received,2022-01-23 10:15:02.639523
P22-136047,Jonathan,Gilbert,101-45-3001,1,71,1983-11-05 16:08:17.000000,False,081-09-8958,WB22-44742,,,,,,,HIV,,,,True,received,2022-01-23 10:14:43.877655
P22-136096,Barbara,Wilson,616-95-2718,1,17,1984-10-24 23:06:38.000000,True,602-40-0590,WB22-44763,,,,,,,HIV,,,,True,received,2022-01-23 10:14:51.800641
P22-136175,Savannah,Medina,617-39-9767,2,72,1990-07-11 08:08:18.000000,False,235-85-7533,BP22-44411,,,,,,,HIV,,,,True,received,2022-01-23 10:15:07.992153
P22-136171,Curtis,Randolph,098-85-2344,1,5,1978-08-04 08:15:04.000000,True,214-05-1914,WB22-44795,,,,,,,HIV,,,,True,received,2022-01-23 10:15:06.892130
P22-136074,Theresa,Lewis,346-91-1308,3,3,1978-03-11 06:04:15.000000,False,651-47-9378,BP22-44380,,,,,,,HIV,,,,True,received,2022-01-23 10:14:47.987024
P22-136175,Savannah,Medina,617-39-9767,2,72,1990-07-11 08:08:18.000000,False,235-85-7533,BP22-44412,,,,,,,HIV,,,,True,received,2022-01-23 10:15:08.250762
P22-136208,Susan,Kelley,562-16-8818,2,72,1998-10-28 06:15:35.000000,False,339-21-4616,WB22-44804,,,,,,,HIV,,,,True,received,2022-01-23 10:15:15.099395
P22-136249,Christina,West,704-75-9123,3,48,2008-08-23 15:11:32.000000,True,825-95-5451,BP22-44438,,,,,,,HIV,,,,True,received,2022-01-23 10:15:21.889333
P22-136111,Thomas,Brown,176-23-2389,3,77,2008-11-06 02:48:09.000000,True,072-88-2141,BP22-44391,,,,,,,HIV,,,,True,received,2022-01-23 10:14:55.071405
P22-136117,Blake,Patterson,487-62-6417,2,22,2005-01-15 14:03:45.000000,False,247-58-1087,WB22-44775,,,,,,,HIV,,,,True,received,2022-01-23 10:14:56.682128
P22-136245,Brittany,Perez,657-04-9062,1,15,2004-03-22 12:27:10.000000,True,801-28-2085,BP22-44441,,,,,,,HIV,,,,True,received,2022-01-23 10:15:22.039228
P22-136189,William,Thompson,867-75-6311,1,25,1974-05-29 03:26:01.000000,False,636-77-3654,WB22-44801,,,,,,,HIV,,,,True,received,2022-01-23 10:15:11.529003
P22-136434,Edward,Cole,218-50-1747,1,14,2020-05-15 02:13:06.000000,True,197-77-4169,WB22-44876,,,,,,,HIV,,,,True,received,2022-01-23 10:15:54.194485
P22-136124,Benjamin,Nichols,731-78-7596,2,61,1972-09-08 04:51:25.000000,False,786-08-5629,WB22-44777,,,,,,,HIV,,,,True,received,2022-01-23 10:14:57.580045
P22-136103,Robert,Garcia,470-77-8746,1,80,1984-07-12 20:18:06.000000,False,078-41-7462,WB22-44771,,,,,,,HIV,,,,True,received,2022-01-23 10:14:53.933100
P22-136130,Jeffrey,Barron,182-48-8150,1,74,2005-12-19 19:12:45.000000,False,534-74-3990,WB22-44779,,,,,,,HIV,,,,True,received,2022-01-23 10:14:58.269038
P22-136239,Colleen,Lopez,367-25-3773,1,77,2020-08-21 22:53:28.000000,False,506-33-2263,BP22-44436,,,,,,,HIV,,,,True,received,2022-01-23 10:15:19.633645
P22-136396,Christy,Wilson,489-74-9655,1,87,2014-05-30 16:05:25.000000,True,468-71-1741,WB22-44866,,,,,,,HIV,,,,True,received,2022-01-23 10:15:47.512395
P22-136289,Thomas,Brown,461-09-4423,3,24,2018-03-24 04:46:37.000000,False,754-38-4388,WB22-44831,,,,,,,HIV,,,,True,received,2022-01-23 10:15:28.399526
P22-136265,Todd,Mcdonald,769-86-7269,3,75,2018-09-21 07:10:31.000000,False,870-46-8238,WB22-44821,,,,,,,HIV,,,,True,received,2022-01-23 10:15:24.501559
P22-136146,Benjamin,Stout,328-69-5513,2,49,1998-08-08 01:54:36.000000,False,680-88-4880,BP22-44400,,,,,,,HIV,,,,True,received,2022-01-23 10:15:01.043272
P22-136169,Jeffrey,Turner,067-23-7422,3,68,1995-12-31 00:28:47.000000,False,656-89-7568,BP22-44409,,,,,,,HIV,,,,True,received,2022-01-23 10:15:06.073365
P22-136188,Jeffrey,Spencer,868-65-1508,1,15,1990-07-24 09:47:09.000000,True,755-91-0372,BP22-44415,,,,,,,HIV,,,,True,received,2022-01-23 10:15:11.168645
P22-136258,Lisa,Ruiz,405-21-5902,3,20,1971-10-30 00:15:27.000000,False,698-45-4173,WB22-44819,,,,,,,HIV,,,,True,received,2022-01-23 10:15:23.595736
P22-136378,Angelica,Bryant,330-86-0046,1,9,1982-05-28 11:33:24.000000,True,052-66-5310,BP22-44480,,,,,,,HIV,,,,True,received,2022-01-23 10:15:45.174791
P22-136328,Anthony,Blanchard,834-91-5801,2,57,1993-01-17 02:10:39.000000,True,389-60-6260,BP22-44469,,,,,,,HIV,,,,True,received,2022-01-23 10:15:36.921631
P22-136250,Rachel,Erickson,753-64-3821,3,9,2013-12-13 23:19:52.000000,False,875-68-9020,WB22-44817,,,,,,,HIV,,,,True,received,2022-01-23 10:15:22.153541
P22-136330,Bradley,Smith,431-12-3722,2,26,1983-10-16 02:21:29.000000,True,391-90-3408,BP22-44470,,,,,,,HIV,,,,True,received,2022-01-23 10:15:37.000636
P22-136354,Robert,Phillips,643-41-2401,1,37,1971-03-19 09:21:33.000000,True,562-89-7549,WB22-44851,,,,,,,HIV,,,,True,received,2022-01-23 10:15:41.512041
P22-136228,Nicholas,Morgan,282-85-0025,2,52,2018-04-22 11:47:54.000000,True,151-36-7247,WB22-44809,,,,,,,HIV,,,,True,received,2022-01-23 10:15:18.276431
P22-136199,Stephen,Bradford,745-89-4984,3,90,2012-11-25 18:55:43.000000,False,593-54-4548,WB22-44802,,,,,,,HIV,,,,True,received,2022-01-23 10:15:13.747544
P22-136209,Justin,Matthews,056-19-5336,2,80,1990-12-18 06:34:33.000000,True,460-68-8338,BP22-44424,,,,,,,HIV,,,,True,received,2022-01-23 10:15:15.322121
P22-136257,Denise,Green,266-59-2024,1,76,1979-12-28 13:07:31.000000,False,302-13-6937,BP22-44444,,,,,,,HIV,,,,True,received,2022-01-23 10:15:23.531164
P22-136361,Bradley,Blair,056-51-2507,2,20,1979-11-08 09:35:54.000000,False,675-89-4603,WB22-44856,,,,,,,HIV,,,,True,received,2022-01-23 10:15:42.712447
P22-136216,Jose,Rose,274-96-6821,3,24,2000-04-10 17:42:18.000000,True,361-15-4235,BP22-44428,,,,,,,HIV,,,,True,received,2022-01-23 10:15:16.399488
P22-136295,Joshua,King,206-22-9030,1,86,1985-12-24 18:58:33.000000,True,525-48-3518,WB22-44832,,,,,,,HIV,,,,True,received,2022-01-23 10:15:30.008777
P22-136392,Shirley,Dalton,293-33-1295,3,17,2004-10-13 15:13:40.000000,False,053-05-5231,BP22-44484,,,,,,,HIV,,,,True,received,2022-01-23 10:15:47.113984
P22-136478,Ronnie,Davis,457-62-9208,3,38,1989-05-24 16:15:11.000000,False,006-11-6665,BP22-44522,,,,,,,HIV,,,,True,received,2022-01-23 10:16:02.133591
P22-136334,Thomas,Keller,889-77-8947,1,17,1970-08-29 01:23:05.000000,False,270-81-8517,WB22-44843,,,,,,,HIV,,,,True,received,2022-01-23 10:15:37.898843
P22-136221,Amanda,Matthews,018-89-0398,3,1,2006-08-14 02:48:28.000000,False,102-56-5323,BP22-44433,,,,,,,HIV,,,,True,received,2022-01-23 10:15:17.239812
